Vehicle_ID,Brand,Model,Year,Mileage,Engine_Size,Price
V0037984,Toyota,Sedan,2020,11129,1.8,50739
V0037985,Audi,Coupe,2009,70618,4.0,64899
V0037986,Audi,Convertible,2003,12551,4.9,55790
V0037987,Audi,Convertible,2024,243186,3.1,15723
V0037988,Kia,Sedan,2024,46593,4.3,22449
V0037989,Kia,Convertible,2019,250086,2.0,31309
V0037990,Toyota,Hatchback,2010,190148,1.2,14624
V0037991,Mercedes,Truck,2005,222498,2.3,86061
V0037992,BMW,SUV,2016,243880,3.4,53403
V0037993,Ford,Van,2004,25672,1.3,17392
V0037994,BMW,SUV,2008,70820,2.6,23165
V0037995,Honda,Sedan,2010,103416,4.0,70665
V0037996,Honda,Coupe,2003,160485,4.1,62241
V0037997,Honda,Sedan,2002,264975,1.2,38277
V0037998,Hyundai,Coupe,2019,18311,3.7,48625
V0037999,Toyota,SUV,2001,140574,4.1,37239
V0038000,Mercedes,Van,2018,260404,2.3,42664
V0038001,Toyota,Hatchback,2001,215370,4.4,18136
V0038002,Nissan,Truck,2007,126863,3.0,51063
V0038003,Ford,SUV,2022,91909,2.2,43004
V0038004,Toyota,Convertible,2018,267918,3.5,67708
V0038005,Volkswagen,Van,2018,75024,5.0,45886
V0038006,Nissan,Hatchback,2000,40267,3.5,67661
V0038007,Audi,Truck,2000,218174,4.7,31697
V0038008,Honda,Hatchback,2016,128652,4.2,9435
V0038009,Honda,Coupe,2010,69937,1.9,80034
V0038010,Kia,SUV,2006,262624,5.0,18207
V0038011,Audi,Hatchback,2004,79930,1.3,17306
V0038012,Hyundai,Convertible,2017,263123,1.6,69704
V0038013,Audi,Convertible,2014,242374,1.3,41646
V0038014,Kia,Van,2004,60425,2.0,88356
V0038015,Mercedes,Sedan,2004,28148,2.6,24413
V0038016,Ford,Convertible,2020,198940,4.7,54860
V0038017,Volkswagen,Hatchback,2007,274068,2.8,42655
V0038018,Honda,Van,2024,109198,2.6,11920
V0038019,Nissan,Hatchback,2014,199808,1.3,78967
V0038020,Honda,Van,2024,109093,2.4,48724
V0038021,Audi,Truck,2023,280967,4.3,9084
V0038022,BMW,Convertible,2019,234477,4.0,73345
V0038023,BMW,SUV,2009,137582,1.8,39051
V0038024,Audi,Convertible,2005,151072,3.1,73341
V0038025,Kia,Truck,2011,42391,2.6,63822
V0038026,Volkswagen,Sedan,2017,266440,3.2,23395
V0038027,Mercedes,Truck,2022,99529,2.9,22424
V0038028,Nissan,SUV,2023,3950,2.9,48396
V0038029,BMW,SUV,2019,148311,3.8,56120
V0038030,BMW,Convertible,2005,293189,2.4,52470
V0038031,Kia,Convertible,2022,80324,2.6,69610
V0038032,Nissan,Convertible,2006,159524,2.2,82114
V0038033,Nissan,SUV,2002,121623,4.2,48041
V0038034,BMW,Coupe,2017,241244,3.0,35008
V0038035,Mercedes,Convertible,2011,115920,3.9,49703
V0038036,Honda,Coupe,2018,238381,3.8,8137
V0038037,Nissan,Truck,2021,168710,4.1,69323
V0038038,Toyota,Hatchback,2010,83333,3.9,75815
V0038039,Honda,Sedan,2007,240540,3.6,60812
V0038040,Nissan,Sedan,2004,16741,2.7,73029
V0038041,Audi,Hatchback,2010,175303,2.3,81172
V0038042,Kia,Sedan,2009,181246,3.8,76756
V0038043,Honda,SUV,2013,92871,1.1,64372
V0038044,BMW,Coupe,2000,252590,2.7,77085
V0038045,Mercedes,Hatchback,2019,243471,4.9,25120
V0038046,Hyundai,Sedan,2007,9656,3.5,63659
V0038047,Kia,SUV,2005,174310,4.4,85172
V0038048,BMW,Truck,2019,136781,3.0,40892
V0038049,Mercedes,Sedan,2015,295753,3.6,54621
V0038050,Honda,Coupe,2006,251785,3.7,59159
V0038051,Audi,Hatchback,2018,186683,4.5,45973
V0038052,Ford,Hatchback,2023,288912,2.7,11178
V0038053,Nissan,Truck,2010,290678,2.9,69140
V0038054,Ford,Sedan,2012,201312,2.2,57949
V0038055,BMW,Convertible,2015,272623,3.8,65574
V0038056,BMW,Sedan,2013,228991,4.4,21589
V0038057,Nissan,Truck,2011,199758,4.8,60496
V0038058,Hyundai,Sedan,2022,38254,2.9,30145
V0038059,Kia,Coupe,2019,1525,4.0,42037
V0038060,Honda,Coupe,2013,283729,1.7,58105
V0038061,Toyota,Van,2015,35965,2.3,17634
V0038062,Toyota,SUV,2024,23767,1.9,55013
V0038063,Audi,SUV,2004,89805,4.6,26115
V0038064,BMW,Convertible,2006,80557,2.8,75428
V0038065,Mercedes,Convertible,2023,72469,2.6,20901
V0038066,Mercedes,Hatchback,2015,216044,2.0,25104
V0038067,Hyundai,Truck,2005,231224,4.2,88536
V0038068,Kia,Sedan,2020,298499,3.5,56918
V0038069,Mercedes,Coupe,2022,43616,1.0,74280
V0038070,Audi,Truck,2008,239096,1.8,25560
V0038071,Hyundai,Sedan,2009,195764,3.0,39561
V0038072,Nissan,Sedan,2002,261587,2.2,41255
V0038073,Audi,Van,2015,107874,1.7,57362
V0038074,Mercedes,Truck,2014,298809,4.1,30816
V0038075,Honda,SUV,2008,192760,4.3,53885
V0038076,Volkswagen,Hatchback,2024,10767,3.3,54652
V0038077,Honda,Truck,2015,12222,2.3,41914
V0038078,Kia,Sedan,2023,288589,4.5,48308
V0038079,Audi,Convertible,2011,263486,1.6,14083
V0038080,Volkswagen,Coupe,2001,77904,2.1,83127
V0038081,Toyota,Coupe,2022,278479,3.3,36941
V0038082,Audi,Coupe,2004,155215,2.4,66598
V0038083,Volkswagen,Coupe,2021,144614,3.5,48053
V0038084,Honda,Truck,2018,24322,3.1,65810
V0038085,Kia,Van,2022,293080,2.8,63518
V0038086,Volkswagen,Sedan,2001,169860,3.8,26029
V0038087,Audi,Truck,2011,166784,3.9,77199
V0038088,Ford,Hatchback,2017,277150,4.5,60663
V0038089,Honda,Truck,2016,156566,3.6,47348
V0038090,Audi,Hatchback,2014,117609,4.9,63351
V0038091,Honda,Sedan,2018,263244,2.1,41045
V0038092,BMW,Convertible,2024,49047,4.1,52037
V0038093,Toyota,Sedan,2017,257543,1.7,14619
V0038094,Audi,Hatchback,2009,66412,2.4,26324
V0038095,Toyota,Truck,2012,67111,1.6,30249
V0038096,BMW,SUV,2010,254919,4.1,73814
V0038097,Hyundai,Hatchback,2024,298458,2.1,75756
V0038098,Honda,Sedan,2001,81335,2.1,18075
V0038099,Mercedes,Coupe,2024,27021,3.6,51605
V0038100,Kia,Truck,2004,293179,4.9,45109
V0038101,Hyundai,Truck,2002,159311,4.7,89320
V0038102,Nissan,Sedan,2011,116454,4.5,45967
V0038103,Hyundai,Van,2018,1491,3.0,30722
V0038104,Volkswagen,Hatchback,2018,157999,2.2,75388
V0038105,Audi,Truck,2007,217212,4.3,58518
V0038106,Audi,Hatchback,2019,256142,1.9,66253
V0038107,Ford,Truck,2004,98157,3.1,66805
V0038108,Kia,Hatchback,2008,95559,4.1,20585
V0038109,Audi,Van,2022,91374,1.9,52250
V0038110,Toyota,SUV,2002,2037,3.2,76843
V0038111,Mercedes,Coupe,2002,55614,1.1,56992
V0038112,Nissan,Sedan,2012,239218,3.4,26336
V0038113,Ford,Coupe,2009,192268,4.2,16442
V0038114,Toyota,Van,2001,114050,3.3,51645
V0038115,Hyundai,SUV,2015,100227,4.8,52091
V0038116,Hyundai,Coupe,2024,263292,4.7,64044
V0038117,Mercedes,Convertible,2023,237444,4.0,37460
V0038118,Audi,Truck,2014,161862,2.8,15386
V0038119,Kia,Coupe,2015,111529,2.3,36852
V0038120,Hyundai,Hatchback,2011,286501,1.9,83552
V0038121,Nissan,Sedan,2014,162897,2.9,58618
V0038122,Volkswagen,Coupe,2013,45161,3.5,30027
V0038123,Mercedes,Coupe,2002,219653,1.5,79936
V0038124,Ford,Hatchback,2003,230278,1.9,82890
V0038125,Audi,SUV,2022,254299,3.9,55745
V0038126,BMW,SUV,2019,196620,2.6,29499
V0038127,Kia,Convertible,2005,5234,3.3,17219
V0038128,Honda,Van,2009,240541,4.6,81969
V0038129,Honda,Truck,2007,232456,4.5,50573
V0038130,Toyota,SUV,2008,140338,4.2,20695
V0038131,Nissan,Hatchback,2022,191469,1.1,70128
V0038132,Nissan,Convertible,2007,167632,2.3,74728
V0038133,Kia,Van,2020,108109,3.8,41426
V0038134,Volkswagen,Coupe,2006,290606,3.9,83962
V0038135,Kia,Van,2019,2188,4.5,16400
V0038136,Mercedes,Sedan,2010,223,1.6,59554
V0038137,Nissan,Coupe,2007,71518,3.4,25286
V0038138,Kia,Truck,2022,37977,1.0,26562
V0038139,Volkswagen,Truck,2023,110323,2.6,70734
V0038140,Ford,Convertible,2004,100649,2.5,73240
V0038141,Hyundai,Sedan,2006,240303,2.9,44519
V0038142,Nissan,Sedan,2009,297488,1.2,25084
V0038143,Audi,Hatchback,2013,275479,1.3,62318
V0038144,Ford,Van,2007,36455,2.3,54703
V0038145,Audi,Convertible,2000,91381,1.7,67918
V0038146,Kia,Convertible,2020,30527,3.9,25531
V0038147,Audi,Coupe,2018,285394,1.9,49564
V0038148,Hyundai,Truck,2004,215077,4.2,81309
V0038149,Nissan,Convertible,2020,24861,4.6,24139
V0038150,Ford,Sedan,2020,109088,3.8,20783
V0038151,Nissan,Convertible,2007,241519,1.7,81138
V0038152,Volkswagen,Coupe,2002,134514,2.9,77492
V0038153,BMW,Coupe,2001,180437,3.1,70946
V0038154,Toyota,Coupe,2008,253144,2.7,17288
V0038155,Honda,Convertible,2019,92761,2.9,72537
V0038156,Hyundai,SUV,2001,75484,4.8,57163
V0038157,Audi,Truck,2016,3653,4.1,72138
V0038158,Hyundai,Convertible,2010,132912,4.7,46825
V0038159,BMW,Convertible,2013,257924,2.2,29971
V0038160,Mercedes,Truck,2011,282670,1.4,45527
V0038161,Nissan,SUV,2012,190079,3.4,52437
V0038162,Hyundai,Truck,2004,33731,1.4,56948
V0038163,Honda,Hatchback,2023,280021,4.3,62938
V0038164,Hyundai,Hatchback,2016,21968,1.2,34800
V0038165,Mercedes,Convertible,2021,191271,2.5,80416
V0038166,Hyundai,Sedan,2020,182055,1.2,67932
V0038167,Toyota,Van,2011,136086,2.2,64738
V0038168,Mercedes,Hatchback,2011,168258,2.8,52833
V0038169,Volkswagen,SUV,2010,94805,3.6,37928
V0038170,Volkswagen,Coupe,2020,113463,4.5,73550
V0038171,Toyota,Coupe,2013,166281,4.8,20952
V0038172,Toyota,SUV,2018,271641,2.5,74363
V0038173,Volkswagen,Hatchback,2008,103823,3.8,25411
V0038174,Honda,Convertible,2009,213660,2.3,60915
V0038175,Ford,Truck,2023,295327,1.4,13436
V0038176,BMW,Coupe,2001,176272,4.7,44818
V0038177,BMW,Convertible,2022,124651,4.0,42854
V0038178,Nissan,Van,2000,207955,2.4,85874
V0038179,Ford,Coupe,2004,251920,4.3,88230
V0038180,Nissan,Sedan,2020,213851,2.8,17774
V0038181,Nissan,SUV,2021,201261,2.7,41053
V0038182,Hyundai,SUV,2009,19334,1.7,44961
V0038183,Volkswagen,Hatchback,2021,244332,2.3,66325
V0038184,Volkswagen,SUV,2023,2170,4.4,57288
V0038185,Nissan,Truck,2020,266969,1.9,14809
V0038186,Audi,Coupe,2023,151091,3.6,54220
V0038187,Hyundai,Hatchback,2018,227301,4.0,11833
V0038188,BMW,Van,2004,290104,1.6,74299
V0038189,Ford,Van,2020,118691,4.4,9065
V0038190,Honda,Coupe,2003,102674,3.0,35479
V0038191,Kia,Sedan,2015,264061,4.5,24912
V0038192,Ford,Van,2017,147335,4.8,53659
V0038193,Ford,Truck,2016,100456,1.7,35687
V0038194,Honda,Truck,2005,80202,1.1,84758
V0038195,Ford,Truck,2001,291269,1.2,65795
V0038196,Mercedes,SUV,2006,96173,2.5,79173
V0038197,Kia,Sedan,2015,140905,2.9,81635
V0038198,Audi,Sedan,2008,86594,4.9,13687
V0038199,Audi,Coupe,2022,199123,2.0,31277
V0038200,Nissan,Sedan,2017,11656,1.7,66872
V0038201,Kia,Van,2001,258380,1.7,88356
V0038202,Honda,Sedan,2006,117688,2.1,25937
V0038203,Volkswagen,Hatchback,2024,289448,4.0,55881
V0038204,Nissan,Hatchback,2009,275694,3.4,26015
V0038205,Volkswagen,Convertible,2008,41614,1.1,23370
V0038206,Honda,SUV,2024,10792,2.7,67492
V0038207,Honda,Hatchback,2010,176025,1.8,72321
V0038208,Volkswagen,Van,2015,44959,4.3,17138
V0038209,Volkswagen,Hatchback,2024,267319,3.7,24892
V0038210,Kia,SUV,2020,68327,2.8,64799
V0038211,Hyundai,Truck,2017,41257,1.2,37005
V0038212,Hyundai,Coupe,2005,160176,2.9,63520
V0038213,Mercedes,Hatchback,2011,236032,2.5,71409
V0038214,Toyota,Van,2001,244734,1.5,17151
V0038215,Ford,Van,2006,5201,2.2,22098
V0038216,Toyota,Truck,2019,16673,1.7,60743
V0038217,Audi,Van,2012,235920,1.2,26870
V0038218,Audi,Hatchback,2006,249572,4.8,45588
V0038219,BMW,Hatchback,2005,30140,1.7,67795
V0038220,Toyota,Coupe,2015,139103,1.0,30094
V0038221,BMW,Coupe,2015,274859,1.7,25187
V0038222,Volkswagen,Truck,2004,203917,1.7,25749
V0038223,Toyota,Sedan,2012,198045,3.6,38109
V0038224,Hyundai,SUV,2005,281726,1.4,30318
V0038225,Honda,Hatchback,2006,97771,2.0,34301
V0038226,Toyota,Hatchback,2007,206068,2.6,82854
V0038227,Volkswagen,Hatchback,2007,67771,1.8,38309
V0038228,Mercedes,Convertible,2016,141625,3.8,80988
V0038229,Nissan,SUV,2010,72103,2.4,21213
V0038230,Honda,Coupe,2001,294045,4.6,89363
V0038231,Ford,Sedan,2016,110274,2.6,17447
V0038232,Honda,Truck,2023,26070,4.5,44549
V0038233,Hyundai,Coupe,2016,76442,2.4,11722
V0038234,Toyota,Coupe,2017,117586,3.3,25409
V0038235,Kia,Van,2017,110363,2.2,81971
V0038236,BMW,Sedan,2018,142838,1.5,62780
V0038237,Audi,Sedan,2017,200698,3.6,37935
V0038238,Kia,Hatchback,2008,219033,4.5,78336
V0038239,Ford,Truck,2006,232416,4.6,38018
V0038240,Audi,Truck,2011,74984,1.5,73683
V0038241,Ford,Van,2024,59465,1.1,52151
V0038242,Toyota,Coupe,2009,176998,1.2,58200
V0038243,Toyota,Coupe,2006,248324,4.8,15377
V0038244,Volkswagen,Truck,2011,168817,4.9,69172
V0038245,Kia,SUV,2006,73672,4.5,44983
V0038246,Honda,SUV,2008,46557,1.8,28321
V0038247,Volkswagen,Hatchback,2020,207588,3.6,24104
V0038248,BMW,Truck,2023,202164,1.0,44002
V0038249,Mercedes,Hatchback,2017,50610,2.6,67115
V0038250,BMW,Van,2016,29764,3.6,57676
V0038251,Mercedes,Hatchback,2001,134003,2.8,52315
V0038252,Hyundai,Sedan,2024,277316,3.5,34087
V0038253,Hyundai,Hatchback,2013,138575,1.7,14968
V0038254,Mercedes,Van,2011,280806,2.1,67968
V0038255,Audi,SUV,2024,11027,1.0,13852
V0038256,Audi,Convertible,2004,134793,3.8,81809
V0038257,Volkswagen,Convertible,2016,173994,2.3,76165
V0038258,Kia,Van,2018,42424,2.9,46604
V0038259,Honda,Sedan,2016,151952,4.0,81504
V0038260,Mercedes,Convertible,2023,65842,3.7,77671
V0038261,Mercedes,Coupe,2017,269256,1.5,55894
V0038262,Mercedes,Sedan,2009,44663,5.0,41377
V0038263,Audi,Truck,2002,26644,3.2,55669
V0038264,Mercedes,Coupe,2019,20296,2.5,10767
V0038265,Toyota,Sedan,2019,234351,1.8,58621
V0038266,Honda,Van,2017,161341,1.5,63336
V0038267,Toyota,SUV,2001,30926,1.9,16906
V0038268,BMW,Van,2007,29380,1.5,62809
V0038269,Volkswagen,Convertible,2021,69706,3.3,19927
V0038270,BMW,Truck,2006,19744,3.6,38410
V0038271,Toyota,Truck,2008,68290,4.7,23357
V0038272,Ford,Sedan,2013,220750,3.1,60981
V0038273,Kia,Truck,2024,56131,5.0,7585
V0038274,Ford,Truck,2000,223821,4.1,90619
V0038275,Mercedes,Hatchback,2013,4367,2.4,76041
V0038276,Ford,Sedan,2020,258708,1.7,40444
V0038277,Toyota,Coupe,2017,27422,4.3,19634
V0038278,Ford,Hatchback,2016,202654,1.1,33245
V0038279,BMW,Truck,2000,265009,3.0,67144
V0038280,Kia,Hatchback,2024,105289,4.2,77639
V0038281,Mercedes,Sedan,2024,67919,1.0,55792
V0038282,Hyundai,Van,2014,146598,2.3,15908
V0038283,Nissan,Van,2009,138889,4.6,71241
V0038284,Hyundai,Convertible,2007,30119,4.8,24654
V0038285,Nissan,Truck,2023,95755,2.6,65808
V0038286,Ford,Coupe,2018,30043,2.0,77688
V0038287,Volkswagen,Truck,2004,31796,3.2,58120
V0038288,Nissan,Truck,2002,221041,1.8,89838
V0038289,BMW,Sedan,2010,250734,1.7,34157
V0038290,Toyota,Sedan,2006,32020,3.7,26621
V0038291,Audi,Hatchback,2018,91776,3.0,35602
V0038292,Volkswagen,Coupe,2019,50262,2.1,34317
V0038293,Hyundai,Hatchback,2016,135525,2.0,46234
V0038294,Kia,Coupe,2011,78044,1.8,37915
V0038295,Nissan,Sedan,2000,87478,1.1,50049
V0038296,Volkswagen,Van,2022,86605,1.3,48696
V0038297,Nissan,Truck,2008,77728,4.1,13106
V0038298,Volkswagen,Van,2013,196289,2.1,48071
V0038299,Honda,Convertible,2011,242829,3.5,44640
V0038300,Hyundai,Truck,2022,212372,1.4,12945
V0038301,Mercedes,Convertible,2007,134996,2.4,61110
V0038302,Honda,Van,2022,184154,3.8,53336
V0038303,Volkswagen,Van,2004,197758,3.4,26445
V0038304,Ford,Convertible,2003,271437,2.9,67894
V0038305,Nissan,Hatchback,2001,62080,2.4,43286
V0038306,Hyundai,Hatchback,2005,271448,4.8,81301
V0038307,Mercedes,Hatchback,2011,1810,4.7,64581
V0038308,Toyota,Hatchback,2010,110919,3.5,41054
V0038309,Hyundai,Sedan,2005,296789,3.0,87455
V0038310,Honda,Coupe,2024,148714,2.5,8674
V0038311,Honda,Sedan,2001,123164,4.7,21760
V0038312,BMW,Hatchback,2007,150950,1.5,49178
V0038313,Audi,Hatchback,2004,35255,2.5,47854
V0038314,Honda,Sedan,2015,36242,4.7,49810
V0038315,Ford,Van,2022,35584,1.6,67714
V0038316,Nissan,SUV,2009,79811,2.1,45948
V0038317,Hyundai,Hatchback,2001,273343,4.9,90353
V0038318,Toyota,Convertible,2003,116152,2.3,72296
V0038319,BMW,Convertible,2002,187229,4.5,18838
V0038320,Toyota,Van,2016,78318,4.4,35202
V0038321,Audi,Coupe,2010,236116,3.7,52442
V0038322,Ford,Truck,2010,197062,1.6,70769
V0038323,BMW,Van,2022,30408,1.5,54047
V0038324,BMW,Sedan,2020,57628,4.9,22553
V0038325,Hyundai,Sedan,2022,189967,2.1,44830
V0038326,Ford,Convertible,2024,240176,1.2,29917
V0038327,Ford,SUV,2020,151418,2.7,21115
V0038328,Volkswagen,Van,2004,180870,2.7,33346
V0038329,Toyota,Convertible,2023,99651,4.6,79969
V0038330,Nissan,Convertible,2009,173045,4.0,21956
V0038331,Hyundai,SUV,2005,215631,4.8,48520
V0038332,BMW,Truck,2009,249334,4.0,72960
V0038333,Honda,Truck,2005,285668,4.5,36812
V0038334,Honda,Hatchback,2015,115344,4.9,34336
V0038335,Honda,SUV,2002,30040,3.4,46493
V0038336,Honda,Hatchback,2003,263578,1.1,42777
V0038337,Audi,Convertible,2019,52022,2.8,37618
V0038338,Volkswagen,Coupe,2011,178360,2.8,57093
V0038339,Mercedes,Convertible,2003,18176,2.3,24608
V0038340,Audi,Hatchback,2014,172917,3.9,17509
V0038341,Hyundai,Sedan,2012,227151,3.1,84065
V0038342,Audi,Van,2007,254470,1.1,54468
V0038343,Hyundai,Convertible,2016,140812,2.5,66947
V0038344,Volkswagen,Van,2006,116936,2.0,49846
V0038345,Nissan,Van,2007,125247,4.6,28532
V0038346,Mercedes,Van,2014,167736,5.0,84608
V0038347,Audi,Convertible,2000,162281,1.1,53014
V0038348,Volkswagen,Sedan,2022,62063,1.9,8322
V0038349,Ford,Sedan,2004,129720,2.7,57192
V0038350,Mercedes,Sedan,2001,206864,3.4,44208
V0038351,Kia,Truck,2010,37459,2.8,31822
V0038352,BMW,Coupe,2020,40206,3.7,58510
V0038353,BMW,Truck,2019,218987,3.8,23922
V0038354,BMW,Sedan,2020,86027,4.5,12128
V0038355,Nissan,Sedan,2000,102117,4.7,91339
V0038356,Mercedes,Truck,2002,66271,2.0,85614
V0038357,Honda,Sedan,2002,103965,3.7,47076
V0038358,Ford,Convertible,2002,82025,4.5,73723
V0038359,Audi,Sedan,2001,156078,2.5,67908
V0038360,Nissan,Truck,2020,126269,2.4,45378
V0038361,Audi,SUV,2001,131541,2.8,39431
V0038362,Hyundai,Coupe,2000,240962,4.2,90902
V0038363,Honda,Van,2001,7418,2.4,45845
V0038364,Toyota,Coupe,2008,75996,3.9,48623
V0038365,Mercedes,Van,2002,202278,2.3,37115
V0038366,Volkswagen,SUV,2014,87737,3.1,79270
V0038367,Kia,Coupe,2013,85899,1.7,54748
V0038368,Hyundai,Coupe,2022,284154,2.0,25116
V0038369,Kia,Convertible,2024,9608,1.9,50431
V0038370,Ford,Hatchback,2009,45807,1.0,70405
V0038371,Nissan,Sedan,2010,187963,3.0,79722
V0038372,Volkswagen,Coupe,2016,66289,1.3,49046
V0038373,Nissan,SUV,2010,18884,2.8,38465
V0038374,Honda,Hatchback,2006,252735,1.0,54135
V0038375,Volkswagen,Coupe,2015,270512,4.4,34704
V0038376,Kia,Convertible,2002,207969,2.5,45832
V0038377,Toyota,Truck,2013,270612,3.5,66460
V0038378,Kia,Convertible,2002,48945,4.7,56986
V0038379,Toyota,Convertible,2011,119459,2.0,25186
V0038380,Nissan,Coupe,2005,244323,2.6,63216
V0038381,Kia,SUV,2002,50862,4.6,63201
V0038382,Audi,Truck,2017,282157,3.0,82812
V0038383,Ford,Hatchback,2023,136173,4.1,15051
V0038384,Honda,Coupe,2018,37234,1.5,14619
V0038385,BMW,Sedan,2006,106880,1.1,16193
V0038386,Hyundai,Coupe,2022,272746,4.8,16165
V0038387,Volkswagen,Sedan,2001,52435,1.9,56842
V0038388,Toyota,Hatchback,2009,207737,4.1,72840
V0038389,Mercedes,Van,2011,30219,1.4,82449
V0038390,Audi,Coupe,2018,246276,4.4,10706
V0038391,Mercedes,SUV,2009,16683,4.2,26216
V0038392,BMW,Sedan,2009,211428,3.5,65622
V0038393,Toyota,SUV,2009,131347,2.9,29502
V0038394,BMW,Hatchback,2015,124634,2.5,47108
V0038395,Kia,Van,2009,238793,3.8,49978
V0038396,Kia,Hatchback,2009,121857,4.0,38141
V0038397,Audi,SUV,2022,100369,1.4,75452
V0038398,Volkswagen,Van,2019,57995,4.3,12703
V0038399,Kia,Hatchback,2018,253198,3.6,51785
V0038400,Toyota,Hatchback,2024,141477,2.4,78687
V0038401,Mercedes,Coupe,2003,32712,3.8,84794
V0038402,Audi,Truck,2017,135213,3.6,23670
V0038403,Audi,SUV,2017,241357,3.1,82688
V0038404,Hyundai,Coupe,2005,36609,1.7,42571
V0038405,Audi,Sedan,2011,266250,3.3,25283
V0038406,Honda,Sedan,2011,215132,4.8,20486
V0038407,Mercedes,Hatchback,2003,57079,5.0,27389
V0038408,Volkswagen,Van,2003,122910,4.7,90274
V0038409,Mercedes,Coupe,2003,35992,4.3,23645
V0038410,Ford,Van,2009,197089,3.0,78303
V0038411,Volkswagen,Coupe,2021,198034,2.5,44235
V0038412,Mercedes,Truck,2024,150970,3.3,9302
V0038413,Mercedes,Coupe,2004,220993,1.0,81592
V0038414,Volkswagen,Van,2014,292800,3.8,63542
V0038415,BMW,Convertible,2005,154989,1.6,84464
V0038416,Audi,Hatchback,2019,65023,1.6,60506
V0038417,Toyota,Coupe,2003,142890,3.5,31923
V0038418,Hyundai,Truck,2024,255539,1.7,76016
V0038419,BMW,Hatchback,2021,41802,2.5,76977
V0038420,Hyundai,Hatchback,2020,258173,4.9,25864
V0038421,Hyundai,Convertible,2020,265503,2.5,54638
V0038422,Honda,Truck,2006,13422,1.5,50185
V0038423,Ford,Sedan,2007,268028,1.1,36794
V0038424,Kia,Convertible,2014,185255,2.1,63740
V0038425,Toyota,Van,2002,151019,3.0,58391
V0038426,BMW,Van,2017,55871,2.9,66632
V0038427,Hyundai,Coupe,2020,84281,4.7,65659
V0038428,Mercedes,Hatchback,2014,41209,2.9,55815
V0038429,BMW,Hatchback,2023,133954,2.3,57469
V0038430,Ford,Van,2010,187106,2.2,23287
V0038431,Nissan,SUV,2017,114235,4.0,25117
V0038432,Audi,SUV,2002,58005,4.7,36060
V0038433,Hyundai,Van,2006,296420,4.5,45694
V0038434,Kia,SUV,2002,29870,5.0,40578
V0038435,Toyota,Van,2008,197425,4.0,42368
V0038436,Volkswagen,Van,2017,164446,3.9,8660
V0038437,Kia,Truck,2024,152937,1.3,28014
V0038438,Volkswagen,Van,2002,146101,3.4,34594
V0038439,Toyota,SUV,2019,127537,2.8,24410
V0038440,Hyundai,SUV,2018,68913,1.9,26554
V0038441,Ford,Sedan,2009,286250,4.3,25810
V0038442,Toyota,Truck,2012,154960,4.5,62304
V0038443,Mercedes,Van,2022,174650,1.9,49937
V0038444,Honda,Truck,2006,230959,4.7,49508
V0038445,Honda,Convertible,2004,17541,2.4,39425
V0038446,Volkswagen,Coupe,2006,256301,4.4,34663
V0038447,Audi,Coupe,2018,168626,2.1,38895
V0038448,Nissan,Hatchback,2003,83028,3.7,48095
V0038449,Hyundai,Coupe,2009,290385,1.7,41723
V0038450,Mercedes,SUV,2011,267031,2.8,13058
V0038451,Ford,Truck,2004,123145,3.3,19961
V0038452,Honda,SUV,2009,162585,1.9,27740
V0038453,Nissan,Hatchback,2002,93516,3.3,86284
V0038454,Kia,Convertible,2016,168001,1.3,34150
V0038455,Nissan,Coupe,2010,95691,3.1,72574
V0038456,Toyota,Convertible,2000,52233,1.0,20162
V0038457,Ford,Hatchback,2003,237096,2.7,64598
V0038458,Honda,SUV,2017,142161,3.8,72692
V0038459,Ford,Truck,2009,149166,3.5,23523
V0038460,Hyundai,Hatchback,2023,178630,2.9,51378
V0038461,Kia,Hatchback,2019,54225,4.7,22033
V0038462,Audi,Hatchback,2004,265249,1.2,20684
V0038463,Volkswagen,Convertible,2019,215484,2.1,23128
V0038464,BMW,Van,2000,87927,4.2,77017
V0038465,Ford,Coupe,2015,129534,5.0,71866
V0038466,Audi,Coupe,2012,76126,3.1,30462
V0038467,Kia,Convertible,2006,186552,3.8,66106
V0038468,BMW,SUV,2004,201676,4.7,16085
V0038469,BMW,Van,2006,134252,3.6,30519
V0038470,Nissan,SUV,2012,22289,2.8,51106
V0038471,Audi,Coupe,2010,15099,3.9,39042
V0038472,Hyundai,Sedan,2023,283534,4.8,45299
V0038473,BMW,Van,2011,138000,1.5,78579
V0038474,Hyundai,SUV,2004,233982,3.6,15726
V0038475,Hyundai,Sedan,2019,10665,4.0,40883
V0038476,Nissan,Hatchback,2001,112314,3.6,89383
V0038477,Ford,SUV,2018,139523,4.5,81820
V0038478,Mercedes,Coupe,2005,72724,3.1,41701
V0038479,Nissan,Van,2018,45307,4.0,19642
V0038480,Honda,Truck,2023,208641,3.0,14864
V0038481,Toyota,Truck,2009,22895,2.1,39708
V0038482,Mercedes,Truck,2011,90150,1.0,28946
V0038483,Volkswagen,Hatchback,2013,129060,2.9,20130
V0038484,BMW,Van,2012,84995,3.6,37577
V0038485,Nissan,Truck,2017,148852,4.3,45110
V0038486,Volkswagen,Hatchback,2008,221655,1.2,25309
V0038487,Audi,Coupe,2016,292376,3.5,18123
V0038488,Mercedes,Truck,2017,92931,3.4,35131
V0038489,Nissan,Truck,2011,221818,4.2,18222
V0038490,Hyundai,Sedan,2004,236,2.3,82601
